274,2,8,45,Shopping,"Books, Mags, Music & Video"
277,2,8,45,Shopping,"Books, Mags, Music & Video"
1067,2,8,45,Shopping,"Books, Mags, Music & Video"
242,2,8,45,Shopping,"Books, Mags, Music & Video"
241,2,8,45,Shopping,"Books, Mags, Music & Video"
45,1,8,45,Shopping,"Books, Mags, Music & Video"
46,1,8,46,Shopping,"Videos & Video Game Rental"
218,2,8,55,Shopping,"Flowers & Gifts"
56,2,8,55,Shopping,"Flowers & Gifts"
657,2,8,55,Shopping,"Flowers & Gifts"
661,2,8,55,Shopping,"Flowers & Gifts"
55,1,8,55,Shopping,"Flowers & Gifts"
56,1,8,56,Shopping,Florists
1135,2,8,57,Shopping,"Sporting Goods"
76,2,8,57,Shopping,"Sporting Goods"
1101,2,8,57,Shopping,"Sporting Goods"
210,2,8,57,Shopping,"Sporting Goods"
637,2,8,57,Shopping,"Sporting Goods"
250,2,8,57,Shopping,"Sporting Goods"
1088,2,8,57,Shopping,"Sporting Goods"
57,1,8,57,Shopping,"Sporting Goods"
64,1,8,64,Shopping,"Photography Stores & Services"
65,1,8,65,Shopping,"Used, Vintage & Consignment"
247,2,8,66,Shopping,Fashion
660,2,8,66,Shopping,Fashion
235,2,8,66,Shopping,Fashion
851,2,8,66,Shopping,Fashion
763,2,8,66,Shopping,Fashion
699,2,8,66,Shopping,Fashion
260,2,8,66,Shopping,Fashion
65,2,8,66,Shopping,Fashion
178,2,8,66,Shopping,Fashion
310,2,8,66,Shopping,Fashion
571,2,8,66,Shopping,Fashion
233,2,8,66,Shopping,Fashion
642,2,8,66,Shopping,Fashion
919,2,8,66,Shopping,Fashion
1145,2,8,66,Shopping,Fashion
250,2,8,66,Shopping,Fashion
236,2,8,66,Shopping,Fashion
463,2,8,66,Shopping,Fashion
368,2,8,66,Shopping,Fashion
245,2,8,66,Shopping,Fashion
66,1,8,66,Shopping,Fashion
76,1,8,76,Shopping,"Outdoor Gear"
105,1,8,105,Shopping,"Musical Instruments & Teachers"
113,1,8,113,Shopping,"Hardware Stores"
1127,2,8,114,Shopping,"Home & Garden"
441,2,8,114,Shopping,"Home & Garden"
311,2,8,114,Shopping,"Home & Garden"
276,2,8,114,Shopping,"Home & Garden"
113,2,8,114,Shopping,"Home & Garden"
1034,2,8,114,Shopping,"Home & Garden"
177,2,8,114,Shopping,"Home & Garden"
1099,2,8,114,Shopping,"Home & Garden"
172,2,8,114,Shopping,"Home & Garden"
880,2,8,114,Shopping,"Home & Garden"
121,2,8,114,Shopping,"Home & Garden"
385,2,8,114,Shopping,"Home & Garden"
227,2,8,114,Shopping,"Home & Garden"
479,2,8,114,Shopping,"Home & Garden"
1079,2,8,114,Shopping,"Home & Garden"
114,1,8,114,Shopping,"Home & Garden"
121,1,8,121,Shopping,Mattresses
123,1,8,123,Shopping,"Eyewear & Opticians"
152,1,8,152,Shopping,"Art Galleries"
154,1,8,154,Shopping,"Toy Stores"
157,1,8,157,Shopping,Antiques
165,1,8,165,Shopping,"Mobile Phones"
172,1,8,172,Shopping,Appliances
