549614,409
549614,409
669890,365
2240654,525
2240654,525
4783782,365
4783782,365
5402983,365
5402983,365
5467640,365
5467640,365
5467640,365
5495768,365
5495768,365
5627432,465
5627432,465
5627432,465
5627432,465
5627432,465
5937944,301
5937944,301
5939113,184
5939113,184
5939564,365
5939564,365
5940173,475
5940173,475
5940687,555
5940687,555
5941235,225
5941235,225
5941235,225
5941362,264
5941362,264
5941395,12
5941395,12
5941395,12
5941908,296
5941908,296
5941908,296
5941908,296
5943589,500
5943589,500
5943589,500
5944973,508
5944973,508
5945345,470
5945345,470
5945919,124
5945919,124
5945919,124
5945919,124
5946190,336
5946190,336
5946190,336
5946190,336
5946403,363
5946403,363
5953416,30
5953416,30
5953416,30
5953417,503
5953417,503
5953417,503
5953417,503
5953417,503
5953417,503
5953458,460
5953458,460
5953478,508
5954218,384
5954218,384
5954449,470
5954449,470
5954449,470
5954449,470
5954678,287
5954678,287
5954678,287
5954678,287
5954678,287
5955092,222
5955092,222
5955113,470
5955113,470
5955401,378
5955461,515
5955461,515
5955685,548
5955685,548
5955919,429
5955919,429
5955919,429
5955919,429
5956167,158
5956167,158
5956167,158
5956167,158
5956167,158
5956167,158
5956167,158
5956336,437
5956336,437
5956336,437
5956336,437
5956336,437
5956336,437
5956481,222
5956481,222
5956481,222
5956481,222
5956640,508
5958193,482
5958194,508
5958194,508
5958194,508
5958205,430
5958205,430
5958206,430
5958206,430
5958209,482
5958209,482
5958209,482
5958218,508
5958218,508
5958218,508
5958218,508
5958218,508
5958218,508
5958218,508
5958220,475
5958220,475
5958221,498
5958226,492
5958226,492
5958226,492
5958235,407
5958235,407
5958240,441
5958240,441
5958243,407
5958243,407
5958245,382
5958245,382
5958245,382
5958247,407
5958247,407
5958252,430
5958252,430
5958254,407
5958254,407
5958255,407
5958255,407
5958256,407
5958256,407
5958257,407
5958257,407
5958259,407
5958259,407
5958261,407
5958261,407
5958262,368
5958262,368
5958263,460
5958263,460
5958263,460
5958264,460
5958267,543
5958267,543
5958267,543
5958269,407
5958269,407
5958270,407
5958270,407
5958274,434
5958274,434
5958275,407
5958275,407
5958276,362
5958276,362
5958280,423
5958289,365
5958289,365
5958289,365
5958290,460
5958290,460
5958298,509
5958298,509
5958300,368
5958300,368
5958300,368
5958300,368
5958300,368
5958301,590
5958301,590
5958305,423
5958305,423
5958306,407
5958309,394
5958309,394
5958309,394
5958309,394
5958311,393
5958311,393
5958312,393
5958313,430
5958313,430
5958314,393
5958314,393
5958315,368
5958315,368
5958316,382
5958316,382
5958317,441
5958317,441
5958318,407
5958318,407
5958324,357
5958324,357
5958327,368
5958327,368
5958328,382
5958328,382
5958328,382
5958328,382
5958328,382
5958328,382
5958328,382
5958328,382
5958330,382
5958330,382
5958332,407
5958332,407
5958333,407
5958333,407
5958337,368
5958337,368
5958337,368
5958341,382
5958341,382
5958341,382
5958343,382
5958343,382
5958343,382
5958343,382
5958345,382
5958345,382
5958345,382
5958348,382
5958348,382
5958350,407
5958350,407
5958352,368
5958352,368
5958353,382
5958353,382
5958355,423
5958355,423
5958355,423
5958355,423
5958359,357
5958359,357
5958361,407
5958361,407
5958363,382
5958363,382
5958368,441
5958368,441
5958370,423
5958371,407
5958371,407
5958373,434
5958373,434
5958374,409
5958374,409
5958374,409
5958374,409
5958374,409
5958374,409
5958376,368
5958376,368
5958376,368
5958376,368
5958376,368
5958380,423
5958380,423
5958386,407
5958386,407
5958391,546
5958391,546
5958392,357
5958392,357
5958396,407
5958396,407
5958397,407
5958397,407
5958398,407
5958398,407
5958404,382
5958404,382
5958404,382
5958405,363
5958405,363
5958405,363
5958408,368
5958408,368
5958408,368
5958412,382
5958412,382
5958412,382
5958413,382
5958413,382
5958413,382
5958413,382
5958415,407
5958415,407
5958415,407
5958420,430
5958420,430
5958421,430
5958421,430
5958422,368
5958422,368
5958432,382
5958432,382
5958433,525
5958436,508
5958436,508
5958436,508
5958436,508
5958436,508
5958438,467
5958438,467
5958440,508
5958440,508
5958440,508
5958440,508
5958440,508
5958444,508
5958444,508
5958446,368
5958446,368
5958452,457
5958457,67
5958457,67
5958457,67
5958459,407
5958459,407
5958459,407
5958459,407
5958464,508
5958464,508
5958465,508
5958465,508
5958466,434
5958466,434
5958467,368
5958467,368
5958480,508
5958480,508
5958480,508
5958480,508
5958483,482
5958483,482
5958487,508
5958487,508
5958492,475
5958492,475
5958493,580
5958493,580
5958493,580
5958494,527
5958494,527
5958495,508
5958495,508
5958497,508
5958497,508
5958499,563
5958502,498
5958502,498
5958506,508
5958506,508
5958522,454
5958522,454
5958522,454
5958522,454
5958523,405
5958523,405
5958528,457
5958528,457
5958528,457
5958530,454
5958532,475
5958532,475
5958532,475
5958534,475
5958534,475
5958535,475
5958535,475
5958536,475
5958536,475
5958539,454
5958539,454
5958539,454
5958540,405
5958540,405
5958540,405
5958540,405
5958542,482
5958542,482
5958542,482
5958542,482
5958542,482
5958543,454
5958543,454
5958543,454
5958544,454
5958544,454
5958544,454
5958545,448
5958546,457
5958546,457
5958547,448
5958547,448
5958548,450
5958548,450
5958548,450
5958549,430
5958549,430
5958549,430
5958556,508
5958556,508
5958557,508
5958557,508
5958559,457
5958559,457
5958559,457
5958572,508
5958572,508
5958572,508
5958572,508
5958573,508
5958573,508
5958573,508
5958573,508
5958575,482
5958575,482
5958575,482
5958579,498
5958579,498
5958579,498
5958583,508
5958583,508
5958583,508
5958583,508
5958583,508
5958583,508
5958587,508
5958587,508
5958587,508
5958588,362
5958588,362
5958589,498
5958589,498
5958593,498
5958593,498
5958594,508
5958594,508
5958598,508
5958598,508
5958599,430
5958599,430
5958599,430
5958599,430
5958599,430
5958599,430
5958599,430
5958608,482
5958608,482
5958609,498
5958609,498
5958626,407
5958626,407
5958626,407
5958634,460
5958634,460
5958634,460
5958635,460
5958635,460
5958640,430
5958640,430
5958642,448
5958642,448
5958642,448
5958643,482
5958643,482
5958652,448
5958656,460
5958656,460
5958656,460
5958659,475
5958659,475
5958660,482
5958660,482
5958663,441
5958663,441
5958663,441
5958663,441
5958665,454
5958665,454
5958665,454
5958669,450
5958669,450
5958671,448
5958671,448
5958673,482
5958676,450
5958676,450
5958678,430
5958678,430
5958679,430
5958679,430
5958681,513
5958684,482
5958684,482
5958684,482
5958684,482
5958685,475
5958685,475
5958686,507
5958686,507
5958686,507
5958687,434
5958687,434
5958688,407
5958688,407
5958689,407
5958689,407
5958691,475
5958691,475
5958691,475
5958691,475
5958691,475
5958693,448
5958696,457
5958696,457
5958696,457
5958698,460
5958698,460
5958701,457
5958702,480
5958702,480
5958702,480
5958702,480
5958702,480
5958704,454
5958704,454
5958714,374
5958714,374
5958716,460
5958716,460
5958716,460
5958718,407
5958718,407
5958721,368
5958721,368
5958723,430
5958723,430
5958733,310
5958733,310
5958733,310
5958733,310
5958733,310
5958735,482
5958735,482
5958735,482
5958736,482
5958736,482
5958736,482
5958738,407
5958738,407
5958739,482
5958739,482
5958745,482
5958745,482
5958746,454
5958746,454
5958746,454
5958749,508
5958749,508
5958750,498
5958750,498
5958754,482
5958754,482
5958757,508
5958757,508
5958758,498
5958758,498
5958759,508
5958759,508
5958759,508
5958761,482
5958761,482
5958762,508
5958762,508
5958762,508
5958763,508
5958763,508
5958763,508
5958764,508
5958764,508
5958765,498
5958765,498
5958765,498
5958768,498
5958768,498
5958768,498
5958769,498
5958769,498
5958769,498
5958771,508
5958771,508
5958771,508
5958772,498
5958772,498
5958772,498
5958773,498
5958773,498
5958773,498
5958774,498
5958774,498
5958774,498
5958774,498
5958774,498
5958774,498
5958775,475
5958775,475
5958776,498
5958776,498
5958781,508
5958781,508
5958782,482
5958782,482
5958783,508
5958783,508
5958783,508
5958783,508
5958783,508
5958784,507
5958784,507
5958787,508
5958787,508
5958789,475
5958789,475
5958789,475
5958789,475
5958789,475
5958790,498
5958790,498
5958796,508
5958796,508
5958797,498
5958797,498
5958797,498
5958802,498
5958802,498
5958804,498
5958804,498
5958805,423
5958805,423
5958806,407
5958806,407
5958807,508
5958807,508
5958812,498
5958812,498
5958814,475
5958814,475
5958820,508
5958820,508
5958820,508
5958821,508
5958821,508
5958821,508
5958822,482
5958823,482
5958823,482
5958823,482
5958823,482
5958823,482
5958826,508
5958826,508
